store_id,date,sales
1,2015-04-01,275765.1840753355
1,2015-04-02,255256.2723801271
1,2015-04-03,316256.1785127557
1,2015-04-04,391090.3110233701
1,2015-04-05,346951.8606359946
1,2015-04-06,361922.2383637755
1,2015-04-07,251037.97562787196
1,2015-04-08,252207.18476057972
1,2015-04-09,254478.29025927585
1,2015-04-10,283646.775097888
1,2015-04-11,378572.4054576462
1,2015-04-12,399972.6254844866
1,2015-04-13,261000.98758838003
1,2015-04-14,277113.3779044639
1,2015-04-15,285087.303316294
1,2015-04-16,254611.57004985155
1,2015-04-17,311292.1528856929
1,2015-04-18,423988.96719982335
1,2015-04-19,395405.0740528494
1,2015-04-20,262393.0042751456
1,2015-04-21,265944.20358767145
1,2015-04-22,281992.33211237006
1,2015-04-23,265489.1294902298
1,2015-04-24,320569.71006919025
1,2015-04-25,469219.9395796632
1,2015-04-26,481402.56438212586
1,2015-04-27,295046.0298404244
1,2015-04-28,314408.0596974399
1,2015-04-29,346461.7843367473
1,2015-04-30,402144.7282633802
1,2015-05-01,508384.46575526585
1,2015-05-02,452450.8303037819
1,2015-05-03,430724.72003958025
1,2015-05-04,266858.2977124248
1,2015-05-05,250022.9311948696
1,2015-05-06,266213.24591530714
1,2015-05-07,266957.72008566605
1,2015-05-08,293451.3679195085
1,2015-05-09,408331.6377577799
1,2015-05-10,431069.8238610842
1,2015-05-11,254514.15488552567
1,2015-05-12,253553.15730166683
1,2015-05-13,269368.1270764293
1,2015-05-14,266329.7362781232
1,2015-05-15,317832.3143517447
1,2015-05-16,422797.9292611989
1,2015-05-17,411852.2301497491
1,2015-05-18,242712.5945652778
1,2015-05-19,267465.99856378144
1,2015-05-20,321714.20636834943
1,2015-05-21,309789.1806257127
1,2015-05-22,333066.6495024316
1,2015-05-23,466399.1929499554
1,2015-05-24,473167.4546457344
1,2015-05-25,281516.6431991259
1,2015-05-26,278197.2928271161
1,2015-05-27,312021.026397032
1,2015-05-28,302963.87201698794
1,2015-05-29,339599.5054499461
1,2015-05-30,475115.42715302657
1,2015-05-31,467275.8960616818
1,2015-06-01,505736.70127989387
1,2015-06-02,280353.3780687693
1,2015-06-03,329469.1534738748
1,2015-06-04,336165.5049537973
1,2015-06-05,329531.8147940393
1,2015-06-06,420069.31001931307
1,2015-06-07,411985.7025885713
1,2015-06-08,344826.6960872764
1,2015-06-09,361195.3143960171
1,2015-06-10,356805.1281928556
1,2015-06-11,339254.98097522056
1,2015-06-12,371749.2973105001
1,2015-06-13,530800.9126557475
1,2015-06-14,544956.3632692047
1,2015-06-15,395500.9905829384
1,2015-06-16,397099.31867070624
1,2015-06-17,374325.6169001336
1,2015-06-18,375673.6736128834
1,2015-06-19,465179.5140258651
1,2015-06-20,556571.0692064106
1,2015-06-21,525078.7709083712
1,2015-06-22,505173.3208165809
1,2015-06-23,384399.6938519542
1,2015-06-24,401306.75381567446
1,2015-06-25,382542.7266217974
1,2015-06-26,466456.2897661753
1,2015-06-27,539783.5362917858
1,2015-06-28,505319.6858364973
1,2015-06-29,365982.96235780587
1,2015-06-30,392355.7405806634
1,2015-07-01,360326.3615375895
1,2015-07-02,368071.6996829493
1,2015-07-03,427036.9849053582
1,2015-07-04,517385.6614205673
1,2015-07-05,506800.2571025186
1,2015-07-06,399601.8815407759
1,2015-07-07,409367.85195587855
1,2015-07-08,427231.2838371874
1,2015-07-09,451764.47972091456
1,2015-07-10,496816.2288947662
1,2015-07-11,518127.0730288037
1,2015-07-12,514462.42409118416
1,2015-07-13,410256.39277338574
1,2015-07-14,438711.124437894
1,2015-07-15,449194.6826984908
1,2015-07-16,447701.756818455
1,2015-07-17,484538.7733143492
1,2015-07-18,549044.1992982317
1,2015-07-19,537748.8518205419
1,2015-07-20,478228.6453684303
1,2015-07-21,432742.6437491023
1,2015-07-22,465157.9909079212
1,2015-07-23,451884.2674625443
1,2015-07-24,468713.35421544
1,2015-07-25,493826.3033463864
1,2015-07-26,490382.460358469
1,2015-07-27,434084.1723970588
1,2015-07-28,433727.9257666061
1,2015-07-29,434730.2272958004
1,2015-07-30,435116.2597387956
1,2015-07-31,467460.6376949432
1,2015-08-01,496123.86557751737
1,2015-08-02,454209.6936598721
1,2015-08-03,449539.6469198525
1,2015-08-04,449330.85356477805
1,2015-08-05,476379.7831925359
1,2015-08-06,449382.0782845558
1,2015-08-07,470534.2229657631
1,2015-08-08,477505.957647239
1,2015-08-09,476820.8400734525
1,2015-08-10,433111.6721675734
1,2015-08-11,446843.313790624
1,2015-08-12,462100.5410276557
1,2015-08-13,464136.3625730378
1,2015-08-14,477399.3784670953
1,2015-08-15,460979.53204101766
1,2015-08-16,467089.5189827425
1,2015-08-17,405910.2701250524
1,2015-08-18,435444.44988798746
1,2015-08-19,431592.97836145177
1,2015-08-20,491858.78796403087
1,2015-08-21,405630.9369811485
1,2015-08-22,456150.74243146746
1,2015-08-23,455741.10124771367
1,2015-08-24,381384.459775485
1,2015-08-25,391315.7064387728
1,2015-08-26,385223.2325240706
1,2015-08-27,312131.46945709334
1,2015-08-28,354634.7196280011
1,2015-08-29,440200.40097803954
1,2015-08-30,438809.2333660564
1,2015-08-31,358948.7282519691
1,2015-09-01,347659.22027337487
1,2015-09-02,361814.2761113512
1,2015-09-03,431922.4227652473
1,2015-09-04,430554.3236543461
1,2015-09-05,429331.0291000938
1,2015-09-06,326091.7816688247
1,2015-09-07,282119.65560701455
1,2015-09-08,310286.6632832466
1,2015-09-09,323649.3085179195
1,2015-09-10,343302.06491287786
1,2015-09-11,337248.94859389163
1,2015-09-12,434621.68351467815
1,2015-09-13,446258.59741291846
1,2015-09-14,300964.89653025
1,2015-09-15,319049.4869816677
1,2015-09-16,329312.8418217551
1,2015-09-17,325762.21286144195
1,2015-09-18,350532.9122634465
1,2015-09-19,447085.7984306986
1,2015-09-20,455095.3217187389
1,2015-09-21,302544.2227927117
1,2015-09-22,292129.0786398501
1,2015-09-23,295348.09153217
1,2015-09-24,304748.3465779934
1,2015-09-25,355492.6874784895
1,2015-09-26,461607.8100080551
1,2015-09-27,407879.8153146168
1,2015-09-28,295852.1628750888
1,2015-09-29,329599.7035186453
1,2015-09-30,399589.0561319443
1,2015-10-01,447828.54215035046
1,2015-10-02,439003.662285138
1,2015-10-03,436588.7021576859
1,2015-10-04,436678.6574100641
1,2015-10-05,430755.2961020233
1,2015-10-06,443618.05962064327
1,2015-10-07,422687.7825051716
1,2015-10-08,272843.572633738
1,2015-10-09,282363.73491171404
1,2015-10-10,304456.8870228674
1,2015-10-11,395415.8497678956
1,2015-10-12,281411.1729395167
1,2015-10-13,284871.79890133074
1,2015-10-14,294006.7992146373
1,2015-10-15,303685.2843062122
1,2015-10-16,351925.5908760176
1,2015-10-17,445550.9646199753
1,2015-10-18,441779.2260228781
1,2015-10-19,275593.395790297
1,2015-10-20,282163.6041579152
1,2015-10-21,284798.35244732874
1,2015-10-22,290034.09014437074
1,2015-10-23,325558.12124147586
1,2015-10-24,423176.8850472835
1,2015-10-25,420368.1793139709
1,2015-10-26,258649.77826643267
1,2015-10-27,265380.67980295507
1,2015-10-28,272111.93791322847
1,2015-10-29,269817.93002450664
1,2015-10-30,321051.5261623588
1,2015-10-31,439503.42096892814
1,2015-11-01,423398.47145898046
1,2015-11-02,273934.76765884296
1,2015-11-03,277402.34632768214
1,2015-11-04,282621.7684168845
1,2015-11-05,274975.34330882155
1,2015-11-06,318329.5769541398
1,2015-11-07,422062.6743729384
1,2015-11-08,390558.09030297474
1,2015-11-09,251207.8832876481
1,2015-11-10,264420.85455077054
1,2015-11-11,296006.0565931688
1,2015-11-12,267280.5824156186
1,2015-11-13,315757.98101705225
1,2015-11-14,430719.3102931973
1,2015-11-15,399971.9299929666
1,2015-11-16,256811.2927244683
1,2015-11-17,259740.99145042797
1,2015-11-18,260884.8313884176
1,2015-11-19,258304.17574403484
1,2015-11-20,300668.3386077402
1,2015-11-21,407286.5409862455
1,2015-11-22,391103.3249708584
1,2015-11-23,241312.602403585
1,2015-11-24,252643.1599573893
1,2015-11-25,255485.80306671732
1,2015-11-26,264657.3946887384
1,2015-11-27,295552.52472904226
1,2015-11-28,415679.5080706838
1,2015-11-29,409156.9574867245
1,2015-11-30,252932.1896181217
1,2015-12-01,254431.873783771
1,2015-12-02,239684.42417946205
1,2015-12-03,243992.576844969
1,2015-12-04,299018.5662251266
1,2015-12-05,397194.31363437686
1,2015-12-06,387667.75358054606
1,2015-12-07,245239.66843075672
1,2015-12-08,254805.21643811636
1,2015-12-09,261980.61597985207
1,2015-12-10,250155.46622637592
1,2015-12-11,298106.2232617564
1,2015-12-12,423879.774519068
1,2015-12-13,386670.2725919888
1,2015-12-14,249251.0399799922
1,2015-12-15,249222.3931648846
1,2015-12-16,261136.36273787252
1,2015-12-17,258874.27228648792
1,2015-12-18,306343.3357719794
1,2015-12-19,401824.14778739546
1,2015-12-20,389405.8890646529
1,2015-12-21,256536.8841246886
1,2015-12-22,250861.0771721673
1,2015-12-23,267199.75006880227
1,2015-12-24,314495.5250402687
1,2015-12-25,377679.4464510479
1,2015-12-26,412148.817381561
1,2015-12-27,374794.8699862971
1,2015-12-28,272115.8988049075
1,2015-12-29,281720.6283750897
1,2015-12-30,303750.4071240452
1,2015-12-31,409436.89817841625
1,2016-01-01,423331.96408146113
1,2016-01-02,397115.22022574407
1,2016-01-03,373692.7178157091
1,2016-01-04,291758.3285760173
1,2016-01-05,304167.54157780175
1,2016-01-06,307075.8071095875
1,2016-01-07,320976.53823938034
1,2016-01-08,346910.40808859066
1,2016-01-09,394730.0688516283
1,2016-01-10,384604.5564819222
1,2016-01-11,328213.17025498603
1,2016-01-12,326314.3322684249
1,2016-01-13,321268.3737196811
1,2016-01-14,332137.4809677357
1,2016-01-15,347969.30972893024
1,2016-01-16,396694.9264767093
1,2016-01-17,370626.2447566956
1,2016-01-18,321696.4966459741
1,2016-01-19,307929.9505697736
1,2016-01-20,315526.7136742769
1,2016-01-21,321971.1639136872
1,2016-01-22,328596.8654249776
1,2016-01-23,365774.4938626077
1,2016-01-24,365909.7735881753
1,2016-01-25,335862.8447723151
1,2016-01-26,341323.90009821043
1,2016-01-27,350204.67746701033
1,2016-01-28,355354.662283398
1,2016-01-29,370939.6934307152
1,2016-01-30,404176.5168156717
1,2016-01-31,409095.0343602672
1,2016-02-01,344943.9395400204
1,2016-02-02,403271.1598474091
1,2016-02-03,423334.99343108106
1,2016-02-04,426580.61995815457
1,2016-02-05,471241.0839904936
1,2016-02-06,492045.5450954246
1,2016-02-07,220997.823154032
1,2016-02-08,324733.90780929325
1,2016-02-09,441921.57994845527
1,2016-02-10,471670.5131845698
1,2016-02-11,482423.4643993796
1,2016-02-12,453264.9092463392
1,2016-02-13,473840.6862897892
1,2016-02-14,499354.4101356351
1,2016-02-15,419917.37716057815
1,2016-02-16,401714.67960491945
1,2016-02-17,394797.098828484
1,2016-02-18,383440.73955921625
1,2016-02-19,359157.4472016694
1,2016-02-20,384153.3490149431
1,2016-02-21,372413.5898975239
1,2016-02-22,323637.8972433063
1,2016-02-23,331562.1116472837
1,2016-02-24,335366.7850689928
1,2016-02-25,345705.4704057469
1,2016-02-26,361400.1249682104
1,2016-02-27,390231.2037316252
1,2016-02-28,383045.6685913386
1,2016-02-29,315204.79001727403
1,2016-03-01,255419.25154553683
1,2016-03-02,252197.0293189264
1,2016-03-03,255913.18350356116
1,2016-03-04,288386.1987355483
1,2016-03-05,339078.435524282
1,2016-03-06,374242.3166121286
1,2016-03-07,248389.0006404996
1,2016-03-08,303050.137064967
1,2016-03-09,245101.34786982703
1,2016-03-10,237002.61995089505
1,2016-03-11,288196.2204546352
1,2016-03-12,401908.0454868068
1,2016-03-13,385418.1902693824
1,2016-03-14,259388.7617136646
1,2016-03-15,280632.81108291354
1,2016-03-16,287782.8281463551
1,2016-03-17,272109.2123837241
1,2016-03-18,296655.2352865548
1,2016-03-19,420183.1896451133
1,2016-03-20,425094.7747442461
1,2016-03-21,259220.4675706748
1,2016-03-22,258033.19634105792
1,2016-03-23,267218.84153465903
1,2016-03-24,267975.47704915795
1,2016-03-25,319166.33456579346
1,2016-03-26,436666.5455811453
1,2016-03-27,409721.7135018063
1,2016-03-28,261886.46762405385
1,2016-03-29,258606.1597922249
1,2016-03-30,258404.070345828
1,2016-03-31,274707.74907602015
1,2016-04-01,295643.2937360124
1,2016-04-02,402902.3208032981
1,2016-04-03,411990.2503471044
1,2016-04-04,401195.3050915187
1,2016-04-05,253524.50655205827
1,2016-04-06,267946.1736794032
1,2016-04-07,241993.19291458093
1,2016-04-08,272404.4341699836
1,2016-04-09,373534.4693484245
1,2016-04-10,374435.1060335928
1,2016-04-11,248208.33676944347
1,2016-04-12,247258.93818946465
1,2016-04-13,257556.13815371052
1,2016-04-14,264812.50870661886
1,2016-04-15,306777.751192208
1,2016-04-16,394488.8654038698
1,2016-04-17,373612.31693009497
1,2016-04-18,267545.3355221307
1,2016-04-19,275663.26540904754
1,2016-04-20,279716.775673832
1,2016-04-21,276975.82454010093
1,2016-04-22,305187.68552013935
1,2016-04-23,428111.4703640785
1,2016-04-24,412347.3654362113
1,2016-04-25,257012.6729281298
1,2016-04-26,275553.936684063
1,2016-04-27,283476.8516946301
1,2016-04-28,307173.71448325407
1,2016-04-29,387062.9212558421
1,2016-04-30,490031.2579044004
1,2016-05-01,479360.5428850728
1,2016-05-02,438194.8865716004
1,2016-05-03,246386.26812722205
